Num: b0=0 b1=0 b2=2 b3=31 size=4
  URWD  [ui32]  0 (bytes 00 00 00 00)
  USR0  [ui32]  255 (bytes ff ff ff ff)
  USR1  [ui32]  255 (bytes ff ff ff ff)
  USR2  [ui32]  255 (bytes ff ff ff ff)
  USR3  [ui32]  199 (bytes 02 67 5b c7)
  VAPC  [sp5a]  (bytes 0d 31)
  VC1C  [sp5a]  (bytes 04 37)
  VCS0  [sp5a]  (bytes 06 ed)
  VD0R  [sp5a]  (bytes 3a 6f)
  VP0R  [sp5a]  (bytes 22 4c)
  VSDC  [sp5a]  (bytes 00 00)
  WCPD  [ui8 ]  1 (bytes 01)
  WCPW  [ui8 ]  0 (bytes 00)
  WKEN  [ui8 ]  0 (bytes 00)
  WKTP  [ui8 ]  0 (bytes 00)
  WOr0  [si8 ]  (bytes ff)
  WOw0  [si8 ]  (bytes ff)
  ZPEN  [hex_]  (bytes 03)
  hSci  [ui8 ]  (bytes 00)
  hSdn  [flt ]  (bytes 00 00 00 00)
  hSii  [ui8 ]  (bytes 00)
  hSij  [ui8 ]  (bytes 00)
  hSup  [flt ]  (bytes 00 00 00 00)
  mSTC  [flt ]  (bytes 00 00 00 00)
  mSTD  [flt ]  (bytes 00 00 00 00)
  mSTK  [flt ]  (bytes 00 00 00 00)
  zDBG  [ui8 ]  (bytes 00)
  zDSF  [flag]  (bytes 00)
  zMOJ  [flag]  (bytes 01)
  zSEN  [flag]  (bytes 01)
